Id,Category
781,9
782,9
783,9
784,3
785,9
786,0
787,0
788,8
789,10
790,0
791,8
792,7
793,9
794,9
795,9
796,9
797,2
798,0
799,1
800,9
801,3
802,4
803,8
804,0
805,3
806,10
807,8
808,10
809,4
810,1
811,9
812,0
813,5
814,5
815,1
816,5
817,9
818,3
819,10
820,8
821,8
822,9
823,10
824,3
825,3
826,0
827,1
828,9
829,0
830,0
831,3
832,8
833,1
834,1
835,6
836,5
837,0
838,9
839,3
840,5
841,10
842,9
843,0
844,9
845,8
846,3
847,4
848,8
849,8
850,0
851,9
852,9
853,9
854,10
855,10
856,10
857,10
858,3
859,5
860,1
861,1
862,0
863,9
864,9
865,9
866,9
867,10
868,8
869,9
870,3
871,0
872,5
873,9
874,9
875,3
876,8
877,3
878,5
879,10
880,5
881,9
882,9
883,3
884,4
885,9
886,0
887,4
888,5
889,9
890,3
891,1
892,9
893,9
894,0
895,2
896,3
897,9
898,4
899,9
900,6
901,10
902,8
903,9
904,5
905,0
906,7
907,5
908,9
909,9
910,10
911,7
912,5
913,9
914,4
915,3
916,0
917,9
918,9
919,5
920,0
921,0
922,8
923,9
924,9
925,2
926,9
927,4
928,4
929,9
930,9
931,9
932,9
933,4
934,9
935,1
936,1
937,9
938,9
939,1
940,9
941,3
942,3
943,10
944,9
945,10
946,7
947,8
948,10
949,9
950,7
951,4
952,9
953,9
954,1
955,9
956,6
957,6
958,8
959,9
960,2
961,9
962,5
963,10
964,5
965,0
966,9
967,5
968,1
969,4
970,2
971,0
972,8
973,2
974,3
975,2
976,9
977,5
978,9
979,0
980,0
981,6
982,4
983,9
984,0
985,9
986,10
987,5
988,10
989,9
990,5
991,6
992,8
993,6
994,1
995,10
996,9
997,5
998,9
999,1
1000,9
1001,5
1002,10
1003,7
1004,5
1005,6
1006,3
1007,9
1008,9
1009,5
1010,5
1011,0
1012,6
1013,5
1014,0
1015,10
1016,4
1017,9
1018,3
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,0
1028,8
1029,9
1030,10
1031,4
1032,7
1033,1
1034,9
1035,10
1036,8
1037,8
1038,5
1039,9
1040,9
1041,10
1042,9
1043,1
1044,3
1045,3
1046,9
1047,5
1048,4
1049,9
1050,3
1051,9
1052,9
1053,8
1054,8
1055,9
1056,0
1057,9
1058,5
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,8
1067,10
1068,4
1069,9
1070,9
1071,6
1072,0
1073,9
1074,10
1075,9
1076,8
1077,5
1078,5
1079,10
1080,9
1081,9
1082,9
1083,9
1084,9
1085,3
1086,1
1087,5
1088,9
1089,9
1090,1
1091,0
1092,1
1093,5
1094,8
1095,1
1096,10
1097,2
1098,1
1099,6
1100,1
1101,9
1102,9
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,9
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,5
1119,3
1120,3
1121,9
1122,9
1123,3
1124,1
1125,9
1126,6
1127,9
1128,8
1129,4
1130,9
1131,9
1132,2
1133,9
1134,4
1135,9
1136,9
1137,9
1138,9
1139,0
1140,9
1141,3
1142,9
1143,2
1144,9
1145,8
1146,8
1147,10
1148,3
1149,10
1150,3
1151,2
1152,9
1153,9
1154,9
1155,9
1156,5
1157,5
1158,1
1159,9
1160,9
1161,9
1162,9
1163,9
1164,0
1165,9
1166,3
1167,5
1168,0
1169,5
1170,4
1171,1
1172,9
1173,10
1174,8
1175,0
1176,10
1177,1
1178,4
1179,3
1180,3
1181,6
1182,3
1183,9
1184,1
1185,3
1186,3
1187,5
1188,8
1189,9
1190,7
1191,9
1192,8
1193,6
1194,10
1195,3
1196,9
1197,3
1198,3
1199,9
1200,5
1201,0
1202,1
1203,3
1204,9
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,10
1212,3
1213,10
1214,2
1215,8
1216,8
1217,10
1218,0
1219,9
1220,5
1221,5
1222,0
1223,9
1224,9
1225,9
1226,9
1227,6
1228,1
1229,9
1230,9
1231,0
1232,10
1233,5
1234,3
1235,8
1236,4
1237,0
1238,9
1239,9
1240,2
1241,9
1242,8
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,9
1254,5
1255,10
1256,9
1257,10
1258,8
1259,1
1260,3
1261,9
1262,3
1263,0
1264,4
1265,9
1266,5
1267,10
1268,9
1269,3
1270,2
1271,2
1272,9
1273,0
1274,3
1275,3
1276,5
1277,10
1278,10
1279,9
1280,1
1281,1
1282,9
1283,5
1284,0
1285,0
1286,9
1287,9
1288,10
1289,8
1290,8
1291,8
1292,1
1293,9
1294,4
1295,5
1296,3
1297,4
1298,9
1299,0
1300,9
1301,9
1302,5
1303,1
1304,0
1305,9
1306,2
1307,9
1308,2
1309,9
1310,3
1311,3
1312,9
1313,9
1314,10
1315,3
1316,3
1317,10
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,4
1325,9
1326,3
1327,4
1328,4
1329,1
1330,10
1331,9
1332,9
1333,1
1334,5
1335,4
1336,3
1337,1
1338,0
1339,1
1340,5
1341,10
1342,4
1343,8
1344,9
1345,6
1346,4
1347,7
1348,0
1349,9
1350,3
1351,5
1352,1
1353,5
1354,8
1355,0
1356,5
1357,6
1358,1
1359,9
1360,0
1361,9
1362,5
1363,2
1364,10
1365,3
1366,0
1367,9
1368,9
1369,9
1370,8
1371,9
1372,4
1373,1
1374,9
1375,4
1376,10
1377,8
1378,9
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,1
1387,8
1388,9
1389,1
1390,10
1391,5
1392,9
1393,5
1394,5
1395,9
1396,10
1397,10
1398,8
1399,2
1400,3
1401,9
1402,9
1403,9
1404,9
1405,4
1406,3
1407,5
1408,9
1409,2
1410,3
1411,9
1412,6
1413,8
1414,8
1415,2
1416,8
1417,0
1418,1
1419,0
1420,10
1421,0
1422,3
1423,0
1424,10
1425,9
1426,0
1427,0
1428,9
1429,2
1430,9
1431,7
1432,10
1433,3
1434,8
1435,0
1436,5
1437,9
1438,5
1439,5
1440,9
1441,3
1442,9
1443,1
1444,10
1445,9
1446,2
1447,10
1448,9
1449,0
1450,3
1451,4
1452,3
1453,9
1454,3
1455,0
1456,9
1457,4
1458,1
1459,0
1460,9
1461,5
1462,1
1463,5
1464,9
1465,5
1466,9
1467,9
1468,1
1469,9
1470,2
1471,9
1472,9
1473,9
1474,0
1475,3
1476,9
1477,4
1478,9
1479,6
1480,9
1481,5
1482,9
1483,9
1484,9
1485,9
1486,4
1487,3
1488,0
1489,9
1490,9
1491,3
1492,5
1493,1
1494,10
1495,9
1496,9
1497,1
1498,4
1499,10
1500,10
1501,7
1502,8
1503,9
1504,9
1505,9
1506,9
1507,7
1508,8
1509,3
1510,0
1511,10
1512,1
1513,0
1514,5
1515,9
1516,10
1517,5
1518,8
1519,1
1520,5
1521,2
1522,9
1523,0
1524,4
1525,5
1526,0
1527,3
1528,9
1529,1
1530,10
1531,9
1532,3
1533,4
1534,8
1535,1
1536,3
1537,2
1538,9
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,10
1549,4
1550,3
1551,8
1552,6
1553,9
1554,5
1555,1
1556,0
1557,9
1558,0
1559,9
1560,0
1561,3
1562,3
1563,9
1564,7
1565,6
1566,9
1567,1
1568,9
1569,1
1570,3
1571,8
1572,10
1573,9
1574,10
1575,4
1576,9
1577,3
1578,1
1579,7
1580,9
1581,9
1582,9
1583,9
1584,8
1585,3
1586,4
1587,5
1588,9
1589,9
1590,8
1591,10
1592,9
1593,10
1594,8
1595,0
1596,10
1597,7
1598,3
1599,10
1600,9
1601,9
1602,5
1603,9
1604,8
1605,8
1606,0
1607,1
1608,7
1609,9
1610,9
1611,0
1612,9
1613,3
1614,6
1615,0
1616,3
1617,9
1618,3
1619,1
1620,4
1621,0
1622,2
1623,1
1624,10
1625,2
1626,9
1627,2
1628,9
1629,1
1630,5
1631,4
1632,5
1633,9
1634,8
1635,3
1636,3
1637,3
1638,5
1639,1
1640,3
1641,4
1642,5
1643,9
1644,9
1645,2
1646,9
1647,0
1648,9
1649,8
1650,0
1651,3
1652,5
1653,3
1654,9
1655,3
1656,1
1657,3
1658,5
1659,9
1660,0
1661,0
1662,1
1663,5
1664,9
1665,3
1666,8
1667,0
1668,9
1669,9
1670,9
1671,9
1672,6
1673,8
1674,9
1675,9
1676,3
1677,4
1678,5
1679,3
1680,3
1681,9
1682,5
1683,3
1684,5
1685,10
1686,9
1687,3
1688,8
1689,10
1690,2
1691,5
1692,5
1693,9
1694,5
1695,9
1696,9
1697,9
1698,9
1699,5
1700,4
1701,9
1702,5
1703,0
1704,3
1705,8
1706,10
1707,10
1708,3
1709,6
1710,3
1711,10
1712,5
1713,3
1714,1
1715,9
1716,2
1717,5
1718,9
1719,5
1720,9
1721,0
1722,4
1723,0
1724,1
1725,9
1726,3
1727,10
1728,3
1729,3
1730,3
1731,9
1732,9
1733,5
1734,0
1735,0
1736,0
1737,6
1738,0
1739,8
1740,9
1741,0
1742,9
1743,9
1744,3
1745,0
1746,10
1747,4
1748,9
1749,9
1750,9
1751,4
1752,3
1753,3
1754,3
1755,5
1756,3
1757,9
1758,0
1759,9
1760,9
1761,4
1762,9
1763,6
1764,1
1765,9
1766,3
1767,5
1768,9
1769,5
1770,5
1771,5
1772,10
1773,5
1774,4
1775,9
1776,10
1777,9
1778,1
1779,9
1780,4
1781,8
1782,8
1783,9
1784,9
1785,9
1786,9
1787,8
1788,1
1789,9
1790,8
1791,0
1792,9
1793,1
1794,4
1795,1
1796,5
1797,8
1798,2
1799,1
1800,1
1801,4
1802,5
1803,8
1804,6
1805,9
1806,9
1807,5
1808,9
1809,3
1810,9
1811,4
1812,3
1813,1
1814,10
1815,9
1816,5
1817,9
1818,9
1819,10
1820,9
1821,10
1822,9
1823,0
1824,9
1825,1
1826,1
1827,9
1828,9
1829,5
1830,0
1831,9
1832,9
1833,10
1834,9
1835,9
1836,3
1837,9
1838,9
1839,9
1840,3
1841,3
1842,0
1843,10
1844,9
1845,5
1846,2
1847,10
1848,3
1849,9
1850,2
1851,5
1852,3
1853,4
1854,7
1855,1
1856,6
1857,9
1858,9
1859,6
1860,3
1861,2
1862,0
1863,3
1864,8
1865,0
1866,2
1867,2
1868,1
1869,9
1870,1
1871,5
1872,0
1873,10
1874,0
1875,9
1876,9
1877,8
1878,0
1879,6
1880,3
1881,8
1882,5
1883,9
1884,4
1885,0
1886,9
1887,8
1888,5
1889,1
1890,4
1891,2
1892,9
1893,7
1894,3
1895,8
1896,6
1897,5
1898,9
1899,5
1900,4
1901,3
1902,3
1903,0
1904,8
1905,9
1906,3
1907,5
1908,1
1909,5
1910,10
1911,3
1912,3
1913,9
1914,9
1915,9
1916,9
1917,5
1918,8
1919,3
1920,8
1921,8
1922,10
1923,0
1924,0
1925,5
1926,5
1927,3
1928,8
1929,3
1930,5
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,9
1940,5
1941,3
1942,1
1943,9
1944,0
1945,9
1946,0
1947,3
1948,10
1949,5
1950,9
1951,10
1952,10
1953,6
1954,0
1955,4
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,0
1964,8
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,1
1972,3
1973,9
1974,0
1975,9
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,1
1984,6
1985,2
1986,9
1987,3
1988,9
1989,8
1990,9
1991,3
1992,10
1993,9
1994,5
1995,0
1996,0
1997,0
1998,5
1999,0
2000,5
2001,5
2002,9
2003,3
2004,4
2005,7
2006,3
2007,9
2008,9
2009,3
2010,1
2011,1
2012,9
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,9
2021,0
2022,9
2023,9
2024,0
2025,9
2026,1
2027,3
2028,4
2029,6
2030,1
2031,8
2032,10
2033,4
2034,0
2035,9
2036,5
2037,6
2038,5
2039,0
2040,0
2041,9
2042,0
2043,7
2044,0
2045,0
2046,8
2047,8
2048,9
2049,9
2050,6
2051,3
2052,7
2053,2
2054,4
2055,0
2056,0
2057,9
2058,2
2059,9
2060,4
2061,1
2062,10
2063,0
2064,10
2065,9
2066,5
2067,9
2068,3
2069,9
2070,5
2071,9
2072,5
2073,9
2074,0
2075,9
2076,8
2077,6
2078,4
2079,7
2080,1
2081,4
2082,5
2083,9
2084,8
2085,5
2086,9
2087,2
2088,6
2089,0
2090,4
2091,1
2092,3
2093,9
2094,5
2095,8
2096,8
2097,5
2098,6
2099,10
2100,9
2101,5
2102,3
2103,5
2104,2
2105,9
2106,5
2107,5
2108,3
2109,5
2110,5
2111,1
2112,9
2113,6
2114,8
2115,8
2116,4
2117,5
2118,5
2119,8
2120,9
2121,9
2122,9
2123,10
2124,5
2125,0
2126,9
2127,4
2128,7
2129,10
2130,6
2131,9
2132,9
2133,10
2134,3
2135,5
2136,9
2137,6
2138,6
2139,9
2140,3
2141,9
2142,3
2143,3
2144,6
2145,8
2146,4
2147,3
2148,1
2149,8
2150,2
2151,9
2152,9
2153,6
2154,4
2155,6
2156,10
2157,9
2158,8
2159,5
2160,3
2161,0
2162,3
2163,3
2164,10
2165,1
2166,9
2167,10
2168,9
2169,0
2170,3
2171,6
2172,9
2173,5
2174,0
2175,3
2176,5
2177,6
2178,6
2179,4
2180,1
2181,5
2182,9
2183,5
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,5
2193,1
2194,1
2195,9
2196,9
2197,9
2198,10
2199,5
2200,4
2201,2
2202,4
2203,5
2204,1
2205,9
2206,9
2207,2
2208,9
2209,2
2210,2
2211,10
2212,0
2213,4
2214,2
2215,1
2216,3
2217,6
2218,9
2219,9
2220,3
2221,4
2222,0
2223,1
2224,9
2225,1
2226,9
2227,2
2228,3
2229,9
2230,0
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,9
2238,4
2239,5
2240,9
2241,3
2242,0
2243,10
2244,9
2245,9
2246,9
2247,2
2248,2
2249,3
2250,6
2251,9
2252,0
2253,6
2254,8
2255,10
2256,1
2257,9
2258,5
2259,9
2260,0
2261,5
2262,3
2263,0
2264,10
2265,4
2266,10
2267,7
2268,8
2269,9
2270,8
2271,9
2272,2
2273,9
2274,8
2275,9
2276,9
2277,8
2278,4
2279,8
2280,0
2281,9
2282,3
2283,3
2284,1
2285,9
2286,1
2287,9
2288,9
2289,8
2290,8
2291,0
2292,10
2293,3
2294,0
2295,10
2296,7
2297,5
2298,9
2299,10
2300,4
2301,9
2302,8
2303,6
2304,9
2305,9
2306,9
2307,2
2308,10
2309,1
2310,5
2311,9
2312,5
2313,1
2314,9
2315,1
2316,9
2317,9
2318,9
2319,9
2320,2
2321,2
2322,5
2323,9
2324,9
2325,1
2326,1
2327,1
2328,9
2329,6
2330,3
2331,9
2332,4
2333,6
2334,5
2335,3
2336,4
2337,1
2338,0
2339,10
2340,10
2341,6
2342,8
2343,9
2344,5
2345,9
2346,8
2347,9
2348,5
2349,3
2350,8
2351,0
2352,6
2353,9
2354,4
2355,9
2356,4
2357,9
2358,8
2359,3
2360,8
2361,7
2362,3
2363,9
2364,3
2365,6
2366,5
2367,0
2368,5
2369,3
2370,2
2371,6
2372,5
2373,3
2374,5
2375,2
2376,3
2377,8
2378,0
2379,5
2380,9
2381,3
2382,9
2383,4
2384,10
2385,4
2386,0
2387,9
2388,3
2389,0
2390,4
2391,8
2392,4
2393,3
2394,0
2395,5
2396,3
2397,9
2398,5
2399,3
2400,5
2401,3
2402,9
2403,8
2404,1
2405,10
2406,9
2407,5
2408,6
2409,9
2410,5
2411,2
2412,8
2413,9
2414,8
2415,1
2416,8
2417,9
2418,9
2419,9
2420,5
2421,8
2422,9
2423,3
2424,9
2425,5
2426,10
2427,9
2428,9
2429,6
2430,9
2431,0
2432,8
2433,0
2434,5
2435,9
2436,5
2437,3
2438,9
2439,9
2440,8
2441,9
2442,8
2443,3
2444,4
2445,9
2446,5
2447,8
2448,0
2449,5
2450,3
2451,8
2452,0
2453,10
2454,1
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,3
2463,9
2464,9
2465,3
2466,9
2467,8
2468,1
2469,9
2470,9
2471,6
2472,3
2473,5
2474,8
2475,0
2476,0
2477,4
2478,9
2479,8
2480,0
2481,0
2482,9
2483,2
2484,10
2485,0
2486,10
2487,3
2488,9
2489,6
2490,4
2491,9
2492,3
2493,9
2494,1
2495,5
2496,9
2497,10
2498,0
2499,8
2500,9
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,9
2508,0
2509,9
2510,10
2511,1
2512,3
2513,4
2514,9
2515,4
2516,9
2517,5
2518,0
2519,1
2520,9
2521,8
2522,8
2523,9
2524,9
2525,8
2526,9
2527,5
2528,0
2529,8
2530,9
2531,9
2532,9
2533,5
2534,10
2535,9
2536,3
2537,8
2538,9
2539,3
2540,3
2541,9
2542,9
2543,5
2544,3
2545,9
2546,4
2547,0
2548,9
2549,10
2550,10
2551,9
2552,10
2553,5
2554,0
2555,2
2556,2
2557,9
2558,10
2559,4
2560,9
2561,9
2562,0
2563,9
2564,9
2565,8
2566,9
2567,5
2568,0
2569,2
2570,9
2571,9
2572,9
2573,5
2574,9
2575,9
2576,5
2577,9
2578,3
2579,9
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,9
2587,0
2588,1
2589,4
2590,4
2591,0
2592,9
2593,5
2594,1
2595,10
2596,9
2597,9
2598,3
2599,0
2600,10
2601,7
2602,0
2603,9
2604,3
2605,9
2606,8
2607,6
2608,5
2609,10
2610,9
2611,9
2612,3
2613,5
2614,5
2615,5
2616,1
2617,3
2618,2
2619,3
2620,3
2621,6
2622,10
2623,5
2624,1
2625,9
2626,9
2627,9
2628,4
2629,1
2630,9
2631,9
2632,0
2633,3
2634,0
2635,6
2636,9
2637,7
2638,6
2639,4
2640,2
2641,5
2642,8
2643,9
2644,10
2645,6
2646,8
2647,3
2648,9
2649,3
2650,4
2651,4
2652,0
2653,1
2654,2
2655,10
2656,0
2657,8
2658,9
2659,9
2660,9
2661,7
2662,9
2663,1
2664,9
2665,9
2666,9
2667,10
2668,9
2669,0
2670,9
2671,9
2672,6
2673,5
2674,3
2675,5
2676,9
2677,7
2678,4
2679,0
2680,0
2681,9
2682,10
2683,8
2684,9
2685,0
2686,7
2687,2
2688,5
2689,9
2690,9
2691,5
2692,1
2693,0
2694,3
2695,9
2696,9
2697,2
2698,4
2699,10
2700,6
2701,8
2702,5
2703,1
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,0
2712,3
2713,9
2714,3
2715,9
2716,8
2717,0
2718,9
2719,9
2720,9
2721,10
2722,8
2723,7
2724,4
2725,9
2726,9
2727,9
2728,9
2729,8
2730,0
2731,4
2732,1
2733,4
2734,9
2735,9
2736,6
2737,10
2738,9
2739,0
2740,0
2741,0
2742,9
2743,5
2744,6
2745,0
2746,8
2747,0
2748,10
2749,9
2750,8
2751,3
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,9
2759,10
2760,9
2761,0
2762,4
2763,3
2764,4
2765,9
2766,6
2767,4
2768,10
2769,9
2770,6
2771,7
2772,9
2773,8
2774,3
2775,4
2776,9
2777,4
2778,9
2779,0
2780,5
2781,3
2782,9
2783,5
2784,8
2785,1
2786,1
2787,9
2788,10
2789,9
2790,9
2791,6
2792,9
2793,8
2794,1
2795,8
2796,3
2797,2
2798,8
2799,9
2800,6
2801,0
2802,2
2803,0
2804,0
2805,10
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,10
2816,9
2817,0
2818,0
2819,6
2820,5
2821,5
2822,9
2823,8
2824,9
2825,3
2826,8
2827,4
2828,1
2829,8
2830,5
2831,9
2832,0
2833,3
2834,10
2835,0
2836,2
2837,4
2838,5
2839,5
2840,4
2841,0
2842,9
2843,3
2844,9
2845,8
2846,9
2847,1
2848,5
2849,5
2850,3
2851,0
2852,4
2853,9
2854,7
2855,9
2856,10
2857,10
2858,8
2859,4
2860,1
2861,9
2862,3
2863,0
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,0
2871,8
2872,3
2873,2
2874,9
2875,3
2876,8
2877,9
2878,0
2879,4
2880,3
2881,1
2882,6
2883,8
2884,0
2885,9
2886,3
2887,2
2888,10
2889,3
2890,9
2891,8
2892,9
2893,3
2894,5
2895,9
2896,9
2897,8
2898,9
2899,3
2900,9
2901,10
2902,8
2903,3
2904,9
2905,1
2906,2
2907,10
2908,9
2909,3
2910,8
2911,9
2912,5
2913,5
2914,9
2915,8
2916,5
2917,9
2918,8
2919,5
2920,1
2921,3
2922,5
2923,1
2924,1
2925,9
2926,5
2927,9
2928,4
2929,9
2930,0
2931,0
2932,9
2933,9
2934,9
2935,8
2936,3
2937,8
2938,0
2939,8
2940,9
2941,0
2942,9
2943,1
2944,5
2945,3
2946,9
2947,3
2948,4
2949,9
2950,3
2951,1
2952,0
2953,0
2954,9
2955,0
2956,8
2957,10
2958,3
2959,8
2960,5
2961,4
2962,9
2963,9
2964,3
2965,3
2966,0
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,3
2976,5
2977,4
2978,10
2979,5
2980,8
2981,1
2982,0
2983,5
2984,7
2985,9
2986,3
2987,5
2988,7
2989,9
2990,9
2991,5
2992,5
2993,9
2994,9
2995,9
2996,1
